Postcode,PostcodeNS,LSOA11,MSOA11,WardCodeONSNSPL,WardNameONSNSPL,ConstituencyCodeONSNSPL,ConstituencyNameONSNSPL,CCG,WardCodeCurrent,WardNameCurrent,ConstituencyCodeCurrent,ConstituencyNameCurrent,Latitude,Longitude,DateOfTermination
BD1 9DS,BD19DS,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201307
BD1 9DT,BD19DT,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,202011
BD1 9DU,BD19DU,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,202011
BD1 9DW,BD19DW,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,202012
BD1 9DX,BD19DX,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,202103
BD1 9DY,BD19DY,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9DZ,BD19DZ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201206
BD1 9EA,BD19EA,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201001
BD1 9EB,BD19EB,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9ED,BD19ED,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,202009
BD1 9EE,BD19EE,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,202104
BD1 9EF,BD19EF,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200807
BD1 9EG,BD19EG,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,202101
BD1 9EH,BD19EH,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,202106
BD1 9EJ,BD19EJ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,202010
BD1 9EL,BD19EL,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9EN,BD19EN,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9EP,BD19EP,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,202105
BD1 9EQ,BD19EQ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9ER,BD19ER,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,202107
BD1 9ES,BD19ES,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,202109
BD1 9ET,BD19ET,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,202105
BD1 9EU,BD19EU,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802651,-1.755847,201709
BD1 9EW,BD19EW,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200806
BD1 9EX,BD19EX,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,202110
BD1 9EY,BD19EY,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9EZ,BD19EZ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9FA,BD19FA,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9FB,BD19FB,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200710
BD1 9FD,BD19FD,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200711
BD1 9FE,BD19FE,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9FF,BD19FF,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200711
BD1 9FG,BD19FG,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802636,-1.755843,201611
BD1 9FH,BD19FH,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200711
BD1 9FJ,BD19FJ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200812
BD1 9FL,BD19FL,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200801
BD1 9FN,BD19FN,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200801
BD1 9FP,BD19FP,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200707
BD1 9FQ,BD19FQ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200806
BD1 9FR,BD19FR,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200801
BD1 9FS,BD19FS,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9FT,BD19FT,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200801
BD1 9FU,BD19FU,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200707
BD1 9FW,BD19FW,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200902
BD1 9FX,BD19FX,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200708
BD1 9FY,BD19FY,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200808
BD1 9FZ,BD19FZ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200709
BD1 9GA,BD19GA,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200803
BD1 9GB,BD19GB,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,202103
BD1 9GD,BD19GD,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200709
BD1 9GE,BD19GE,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200903
BD1 9GF,BD19GF,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201105
BD1 9GG,BD19GG,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200803
BD1 9GH,BD19GH,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9GJ,BD19GJ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200803
BD1 9GL,BD19GL,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200904
BD1 9GN,BD19GN,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200804
BD1 9GP,BD19GP,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200805
BD1 9GQ,BD19GQ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200908
BD1 9GR,BD19GR,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9GS,BD19GS,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200805
BD1 9GT,BD19GT,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200805
BD1 9GU,BD19GU,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200805
BD1 9GW,BD19GW,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200806
BD1 9GX,BD19GX,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200806
BD1 9GY,BD19GY,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201307
BD1 9GZ,BD19GZ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201007
BD1 9HA,BD19HA,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200807
BD1 9HB,BD19HB,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200808
BD1 9HD,BD19HD,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200808
BD1 9HE,BD19HE,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200801
BD1 9HF,BD19HF,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200909
BD1 9HG,BD19HG,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200711
BD1 9HH,BD19HH,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201009
BD1 9HJ,BD19HJ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200806
BD1 9HL,BD19HL,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200902
BD1 9HN,BD19HN,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200812
BD1 9HP,BD19HP,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201512
BD1 9HQ,BD19HQ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201102
BD1 9HR,BD19HR,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200902
BD1 9HT,BD19HT,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201108
BD1 9HU,BD19HU,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201309
BD1 9HW,BD19HW,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201009
BD1 9HX,BD19HX,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200902
BD1 9HY,BD19HY,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201210
BD1 9HZ,BD19HZ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201211
BD1 9JA,BD19JA,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200904
BD1 9JB,BD19JB,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200904
BD1 9JD,BD19JD,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201105
BD1 9JE,BD19JE,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200904
BD1 9JF,BD19JF,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200905
BD1 9JG,BD19JG,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9JH,BD19JH,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201005
BD1 9JJ,BD19JJ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9JL,BD19JL,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9JN,BD19JN,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802636,-1.755843,201809
BD1 9JP,BD19JP,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201207
BD1 9JQ,BD19JQ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802651,-1.755847,201906
BD1 9JR,BD19JR,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201106
BD1 9JS,BD19JS,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201008
BD1 9JT,BD19JT,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200908
BD1 9JU,BD19JU,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201008
BD1 9JW,BD19JW,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201008
BD1 9JX,BD19JX,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200908
BD1 9JY,BD19JY,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201309
BD1 9JZ,BD19JZ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201209
BD1 9LA,BD19LA,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200911
BD1 9LB,BD19LB,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201001
BD1 9LD,BD19LD,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201101
BD1 9LE,BD19LE,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802636,-1.755843,201809
BD1 9LF,BD19LF,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201501
BD1 9LG,BD19LG,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201202
BD1 9LH,BD19LH,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201002
BD1 9LJ,BD19LJ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802636,-1.755843,201809
BD1 9LL,BD19LL,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201102
BD1 9LN,BD19LN,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201001
BD1 9LP,BD19LP,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200903
BD1 9LQ,BD19LQ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201203
BD1 9LR,BD19LR,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201003
BD1 9LS,BD19LS,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200909
BD1 9LT,BD19LT,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802636,-1.755843,201809
BD1 9LU,BD19LU,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201005
BD1 9LW,BD19LW,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201007
BD1 9LX,BD19LX,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201008
BD1 9LY,BD19LY,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201008
BD1 9LZ,BD19LZ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201107
BD1 9NA,BD19NA,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201301
BD1 9NB,BD19NB,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201008
BD1 9ND,BD19ND,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201008
BD1 9NE,BD19NE,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201309
BD1 9NF,BD19NF,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201009
BD1 9NG,BD19NG,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802636,-1.755843,201810
BD1 9NH,BD19NH,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201410
BD1 9NJ,BD19NJ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9NL,BD19NL,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802636,-1.755843,201811
BD1 9NN,BD19NN,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201012
BD1 9NP,BD19NP,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,200912
BD1 9NQ,BD19NQ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9NR,BD19NR,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9NS,BD19NS,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201207
BD1 9NT,BD19NT,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201202
BD1 9NU,BD19NU,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802636,-1.755843,201809
BD1 9NW,BD19NW,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201204
BD1 9NX,BD19NX,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201105
BD1 9NY,BD19NY,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201305
BD1 9NZ,BD19NZ,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802228,-1.75588,
BD1 9PA,BD19PA,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201107
BD1 9PB,BD19PB,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201101
BD1 9PD,BD19PD,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201110
BD1 9PE,BD19PE,E01033693,E02002221,E05001359,Manningham,E14000589,Bradford West,E38000232,E05001344,Bolton and Undercliffe,E14000587,Bradford East,53.802205,-1.755861,201108
